first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
2020-05-17,2020-05-23,65-69,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,65-69,נקבה,728,<15,0.0
2020-05-17,2020-05-23,70-74,זכר,662,<15,0.0
2020-05-17,2020-05-23,70-74,נקבה,757,<15,0.0
2020-05-17,2020-05-23,75-79,זכר,434,<15,0.0
2020-05-17,2020-05-23,75-79,נקבה,625,0.0,0.0
2020-05-17,2020-05-23,80+,זכר,1516,<15,<15
2020-05-17,2020-05-23,80+,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,80+,נקבה,3370,0.0,0.0
2020-05-17,2020-05-23,NULL,זכר,382,<15,0.0
2020-05-17,2020-05-23,NULL,לא ידוע,83,<15,0.0
2020-05-17,2020-05-23,NULL,נקבה,408,<15,0.0
2020-05-24,2020-05-30,0-19,זכר,2417,85.0,0.0
2020-05-24,2020-05-30,0-19,לא ידוע,20,<15,0.0
2020-05-24,2020-05-30,0-19,נקבה,2225,69.0,0.0
2020-05-24,2020-05-30,20-24,זכר,633,<15,0.0
2020-05-24,2020-05-30,20-24,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,20-24,נקבה,811,<15,0.0
2020-05-24,2020-05-30,25-29,זכר,785,<15,0.0
2020-05-24,2020-05-30,25-29,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,25-29,נקבה,1275,<15,0.0
2020-05-24,2020-05-30,30-34,זכר,940,<15,0.0
2020-05-24,2020-05-30,30-34,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,30-34,נקבה,1487,<15,0.0
2020-05-24,2020-05-30,35-39,זכר,856,<15,0.0
2020-05-24,2020-05-30,35-39,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,35-39,נקבה,1459,<15,0.0
2020-05-24,2020-05-30,40-44,זכר,716,<15,0.0
2020-05-24,2020-05-30,40-44,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,40-44,נקבה,1241,<15,0.0
2020-05-24,2020-05-30,45-49,זכר,529,<15,0.0
2020-05-24,2020-05-30,45-49,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,45-49,נקבה,752,<15,0.0
2020-05-24,2020-05-30,50-54,זכר,450,<15,0.0
2020-05-24,2020-05-30,50-54,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,50-54,נקבה,678,<15,0.0
2020-05-24,2020-05-30,55-59,זכר,402,<15,0.0
2020-05-24,2020-05-30,55-59,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,55-59,נקבה,663,<15,0.0
2020-05-24,2020-05-30,60-64,זכר,395,<15,0.0
2020-05-24,2020-05-30,60-64,נקבה,608,<15,0.0
2020-05-24,2020-05-30,65-69,זכר,395,<15,0.0
2020-05-24,2020-05-30,65-69,נקבה,643,<15,<15
2020-05-24,2020-05-30,70-74,זכר,538,<15,0.0
2020-05-24,2020-05-30,70-74,נקבה,843,<15,0.0
2020-05-24,2020-05-30,75-79,זכר,406,0.0,0.0
2020-05-24,2020-05-30,75-79,נקבה,696,<15,<15
2020-05-24,2020-05-30,80+,זכר,1505,<15,<15
2020-05-24,2020-05-30,80+,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,80+,נקבה,3413,<15,<15
2020-05-24,2020-05-30,NULL,זכר,335,<15,0.0
2020-05-24,2020-05-30,NULL,לא ידוע,60,<15,0.0
2020-05-24,2020-05-30,NULL,נקבה,349,<15,0.0
2020-05-31,2020-06-06,0-19,זכר,13018,112.0,0.0
2020-05-31,2020-06-06,0-19,לא ידוע,181,<15,0.0
2020-05-31,2020-06-06,0-19,נקבה,13557,127.0,0.0
2020-05-31,2020-06-06,20-24,זכר,1533,23.0,0.0
2020-05-31,2020-06-06,20-24,לא ידוע,<15,0.0,0.0
2020-05-31,2020-06-06,20-24,נקבה,2308,25.0,0.0
2020-05-31,2020-06-06,25-29,זכר,1836,25.0,0.0
2020-05-31,2020-06-06,25-29,לא ידוע,31,<15,0.0
2020-05-31,2020-06-06,25-29,נקבה,3112,27.0,0.0
2020-05-31,2020-06-06,30-34,זכר,2294,37.0,0.0
2020-05-31,2020-06-06,30-34,לא ידוע,68,<15,0.0
2020-05-31,2020-06-06,30-34,נקבה,3485,38.0,0.0
2020-05-31,2020-06-06,35-39,זכר,2121,25.0,0.0
2020-05-31,2020-06-06,35-39,לא ידוע,50,0.0,0.0
2020-05-31,2020-06-06,35-39,נקבה,3461,28.0,0.0
2020-05-31,2020-06-06,40-44,זכר,1971,31.0,0.0
2020-05-31,2020-06-06,40-44,לא ידוע,45,<15,0.0
2020-05-31,2020-06-06,40-44,נקבה,3280,27.0,0.0
2020-05-31,2020-06-06,45-49,זכר,1611,16.0,0.0
2020-05-31,2020-06-06,45-49,לא ידוע,35,<15,0.0
2020-05-31,2020-06-06,45-49,נקבה,2568,20.0,0.0
2020-05-31,2020-06-06,50-54,זכר,1299,22.0,0.0
2020-05-31,2020-06-06,50-54,לא ידוע,28,0.0,0.0
2020-05-31,2020-06-06,50-54,נקבה,2045,19.0,0.0
2020-05-31,2020-06-06,55-59,זכר,1120,<15,<15
2020-05-31,2020-06-06,55-59,לא ידוע,<15,0.0,0.0
2020-05-31,2020-06-06,55-59,נקבה,1819,15.0,0.0
2020-05-31,2020-06-06,60-64,זכר,1069,<15,<15
2020-05-31,2020-06-06,60-64,לא ידוע,<15,0.0,0.0
2020-05-31,2020-06-06,60-64,נקבה,1615,<15,0.0
2020-05-31,2020-06-06,65-69,זכר,1059,<15,<15
2020-05-31,2020-06-06,65-69,לא ידוע,<15,<15,0.0
2020-05-31,2020-06-06,65-69,נקבה,1344,<15,0.0
2020-05-31,2020-06-06,70-74,זכר,1005,<15,<15
2020-05-31,2020-06-06,70-74,לא ידוע,16,0.0,0.0
2020-05-31,2020-06-06,70-74,נקבה,1327,<15,0.0
2020-05-31,2020-06-06,75-79,זכר,637,<15,<15
2020-05-31,2020-06-06,75-79,לא ידוע,<15,0.0,0.0
2020-05-31,2020-06-06,75-79,נקבה,1016,<15,0.0
2020-05-31,2020-06-06,80+,זכר,1836,<15,<15
2020-05-31,2020-06-06,80+,לא ידוע,34,0.0,0.0
2020-05-31,2020-06-06,80+,נקבה,3959,<15,<15
2020-05-31,2020-06-06,NULL,זכר,813,18.0,0.0
2020-05-31,2020-06-06,NULL,לא ידוע,473,<15,0.0
2020-05-31,2020-06-06,NULL,נקבה,885,<15,0.0
2020-06-07,2020-06-13,0-19,זכר,16392,223.0,0.0
2020-06-07,2020-06-13,0-19,לא ידוע,144,<15,0.0
2020-06-07,2020-06-13,0-19,נקבה,16192,190.0,0.0
2020-06-07,2020-06-13,20-24,זכר,2227,47.0,0.0
2020-06-07,2020-06-13,20-24,לא ידוע,<15,0.0,0.0
2020-06-07,2020-06-13,20-24,נקבה,3337,59.0,0.0
2020-06-07,2020-06-13,25-29,זכר,2540,51.0,0.0
2020-06-07,2020-06-13,25-29,לא ידוע,17,0.0,0.0
2020-06-07,2020-06-13,25-29,נקבה,4074,47.0,0.0
2020-06-07,2020-06-13,30-34,זכר,3075,58.0,0.0
2020-06-07,2020-06-13,30-34,לא ידוע,33,<15,0.0
2020-06-07,2020-06-13,30-34,נקבה,4637,48.0,0.0
2020-06-07,2020-06-13,35-39,זכר,2924,41.0,0.0
2020-06-07,2020-06-13,35-39,לא ידוע,27,<15,0.0
2020-06-07,2020-06-13,35-39,נקבה,4388,43.0,0.0
2020-06-07,2020-06-13,40-44,זכר,2444,41.0,0.0
2020-06-07,2020-06-13,40-44,לא ידוע,<15,0.0,0.0
2020-06-07,2020-06-13,40-44,נקבה,3999,50.0,0.0
2020-06-07,2020-06-13,45-49,זכר,2002,32.0,0.0
2020-06-07,2020-06-13,45-49,לא ידוע,22,0.0,0.0
2020-06-07,2020-06-13,45-49,נקבה,3039,45.0,0.0
2020-06-07,2020-06-13,50-54,זכר,1503,39.0,0.0
2020-06-07,2020-06-13,50-54,לא ידוע,<15,0.0,0.0
2020-06-07,2020-06-13,50-54,נקבה,2394,34.0,0.0
2020-06-07,2020-06-13,55-59,זכר,1256,20.0,0.0
2020-06-07,2020-06-13,55-59,לא ידוע,15,0.0,0.0
2020-06-07,2020-06-13,55-59,נקבה,2335,25.0,0.0
2020-06-07,2020-06-13,60-64,זכר,1342,18.0,0.0
2020-06-07,2020-06-13,60-64,לא ידוע,<15,0.0,0.0
2020-06-07,2020-06-13,60-64,נקבה,2065,18.0,0.0
2020-06-07,2020-06-13,65-69,זכר,1144,17.0,<15
2020-06-07,2020-06-13,65-69,לא ידוע,<15,<15,0.0
2020-06-07,2020-06-13,65-69,נקבה,1535,<15,0.0
2020-06-07,2020-06-13,70-74,זכר,989,<15,0.0
2020-06-07,2020-06-13,70-74,לא ידוע,<15,<15,0.0
2020-06-07,2020-06-13,70-74,נקבה,1530,<15,0.0
2020-06-07,2020-06-13,75-79,זכר,666,<15,<15
2020-06-07,2020-06-13,75-79,לא ידוע,<15,0.0,0.0
2020-06-07,2020-06-13,75-79,נקבה,1115,<15,0.0
2020-06-07,2020-06-13,80+,זכר,1818,<15,<15
2020-06-07,2020-06-13,80+,לא ידוע,26,0.0,0.0
2020-06-07,2020-06-13,80+,נקבה,4054,<15,0.0
2020-06-07,2020-06-13,NULL,זכר,715,25.0,0.0
2020-06-07,2020-06-13,NULL,לא ידוע,224,16.0,0.0
2020-06-07,2020-06-13,NULL,נקבה,708,<15,0.0
2020-06-14,2020-06-20,0-19,זכר,12335,237.0,0.0
2020-06-14,2020-06-20,0-19,לא ידוע,98,0.0,0.0
2020-06-14,2020-06-20,0-19,נקבה,12938,206.0,0.0
2020-06-14,2020-06-20,20-24,זכר,2404,67.0,0.0
2020-06-14,2020-06-20,20-24,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,20-24,נקבה,3199,73.0,0.0
2020-06-14,2020-06-20,25-29,זכר,2714,73.0,<15
2020-06-14,2020-06-20,25-29,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,25-29,נקבה,3939,83.0,0.0
2020-06-14,2020-06-20,30-34,זכר,2821,85.0,0.0
2020-06-14,2020-06-20,30-34,לא ידוע,16,0.0,0.0
2020-06-14,2020-06-20,30-34,נקבה,4007,67.0,0.0
2020-06-14,2020-06-20,35-39,זכר,2644,54.0,0.0
2020-06-14,2020-06-20,35-39,לא ידוע,16,<15,0.0
2020-06-14,2020-06-20,35-39,נקבה,3972,61.0,0.0
2020-06-14,2020-06-20,40-44,זכר,2330,55.0,0.0
2020-06-14,2020-06-20,40-44,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,40-44,נקבה,3729,59.0,0.0
2020-06-14,2020-06-20,45-49,זכר,1937,55.0,0.0
2020-06-14,2020-06-20,45-49,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,45-49,נקבה,2909,40.0,0.0
2020-06-14,2020-06-20,50-54,זכר,1495,45.0,0.0
2020-06-14,2020-06-20,50-54,לא ידוע,<15,<15,0.0
2020-06-14,2020-06-20,50-54,נקבה,2594,50.0,0.0
2020-06-14,2020-06-20,55-59,זכר,1410,33.0,0.0
2020-06-14,2020-06-20,55-59,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,55-59,נקבה,2320,38.0,0.0
2020-06-14,2020-06-20,60-64,זכר,1373,35.0,0.0
2020-06-14,2020-06-20,60-64,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,60-64,נקבה,1981,25.0,0.0
2020-06-14,2020-06-20,65-69,זכר,1235,21.0,0.0
2020-06-14,2020-06-20,65-69,נקבה,1586,27.0,0.0
2020-06-14,2020-06-20,70-74,זכר,1083,29.0,<15
2020-06-14,2020-06-20,70-74,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,70-74,נקבה,1433,23.0,<15
2020-06-14,2020-06-20,75-79,זכר,729,<15,<15
2020-06-14,2020-06-20,75-79,נקבה,984,16.0,0.0
2020-06-14,2020-06-20,80+,זכר,2133,<15,<15
2020-06-14,2020-06-20,80+,לא ידוע,19,0.0,0.0
2020-06-14,2020-06-20,80+,נקבה,4838,34.0,0.0
2020-06-14,2020-06-20,NULL,זכר,621,22.0,0.0
2020-06-14,2020-06-20,NULL,לא ידוע,213,28.0,0.0
2020-06-14,2020-06-20,NULL,נקבה,692,17.0,0.0
2020-06-21,2020-06-27,0-19,זכר,15406,469.0,0.0
2020-06-21,2020-06-27,0-19,לא ידוע,122,<15,0.0
2020-06-21,2020-06-27,0-19,נקבה,15531,373.0,<15
2020-06-21,2020-06-27,20-24,זכר,3303,153.0,0.0
2020-06-21,2020-06-27,20-24,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,20-24,נקבה,3873,148.0,0.0
2020-06-21,2020-06-27,25-29,זכר,3167,131.0,0.0
2020-06-21,2020-06-27,25-29,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,25-29,נקבה,4456,127.0,0.0
2020-06-21,2020-06-27,30-34,זכר,3297,108.0,0.0
2020-06-21,2020-06-27,30-34,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,30-34,נקבה,4527,89.0,0.0
2020-06-21,2020-06-27,35-39,זכר,3184,92.0,0.0
2020-06-21,2020-06-27,35-39,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,35-39,נקבה,4398,99.0,0.0
2020-06-21,2020-06-27,40-44,זכר,2595,87.0,0.0
2020-06-21,2020-06-27,40-44,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,40-44,נקבה,4130,115.0,0.0
2020-06-21,2020-06-27,45-49,זכר,2323,81.0,0.0
2020-06-21,2020-06-27,45-49,לא ידוע,<15,<15,0.0
2020-06-21,2020-06-27,45-49,נקבה,3362,82.0,0.0
2020-06-21,2020-06-27,50-54,זכר,1806,70.0,0.0
2020-06-21,2020-06-27,50-54,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,50-54,נקבה,2806,93.0,0.0
2020-06-21,2020-06-27,55-59,זכר,1644,63.0,<15
2020-06-21,2020-06-27,55-59,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,55-59,נקבה,2472,69.0,0.0
2020-06-21,2020-06-27,60-64,זכר,1585,47.0,0.0
2020-06-21,2020-06-27,60-64,נקבה,2126,49.0,0.0
2020-06-21,2020-06-27,65-69,זכר,1453,43.0,<15
2020-06-21,2020-06-27,65-69,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,65-69,נקבה,1715,27.0,0.0
2020-06-21,2020-06-27,70-74,זכר,1270,29.0,<15
2020-06-21,2020-06-27,70-74,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,70-74,נקבה,1453,22.0,0.0
2020-06-21,2020-06-27,75-79,זכר,828,21.0,<15
2020-06-21,2020-06-27,75-79,נקבה,1066,15.0,<15
2020-06-21,2020-06-27,80+,זכר,2200,33.0,<15
2020-06-21,2020-06-27,80+,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,80+,נקבה,5058,36.0,<15
2020-06-21,2020-06-27,NULL,זכר,593,22.0,0.0
2020-06-21,2020-06-27,NULL,לא ידוע,206,18.0,0.0
2020-06-21,2020-06-27,NULL,נקבה,588,19.0,0.0
2020-06-28,2020-07-04,0-19,זכר,19160,939.0,0.0
2020-06-28,2020-07-04,0-19,לא ידוע,157,<15,0.0
2020-06-28,2020-07-04,0-19,נקבה,18343,689.0,0.0
2020-06-28,2020-07-04,20-24,זכר,4739,361.0,0.0
2020-06-28,2020-07-04,20-24,לא ידוע,<15,<15,0.0
2020-06-28,2020-07-04,20-24,נקבה,5546,340.0,0.0
2020-06-28,2020-07-04,25-29,זכר,4661,347.0,0.0
2020-06-28,2020-07-04,25-29,לא ידוע,17,0.0,0.0
2020-06-28,2020-07-04,25-29,נקבה,6140,296.0,0.0
2020-06-28,2020-07-04,30-34,זכר,4632,258.0,0.0
2020-06-28,2020-07-04,30-34,לא ידוע,21,0.0,0.0
2020-06-28,2020-07-04,30-34,נקבה,5721,217.0,0.0
2020-06-28,2020-07-04,35-39,זכר,4236,222.0,0.0
2020-06-28,2020-07-04,35-39,לא ידוע,19,0.0,0.0
2020-06-28,2020-07-04,35-39,נקבה,5529,214.0,0.0
2020-06-28,2020-07-04,40-44,זכר,3630,178.0,0.0
2020-06-28,2020-07-04,40-44,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,40-44,נקבה,4980,162.0,0.0
2020-06-28,2020-07-04,45-49,זכר,3329,195.0,0.0
2020-06-28,2020-07-04,45-49,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,45-49,נקבה,4507,175.0,0.0
2020-06-28,2020-07-04,50-54,זכר,2657,154.0,0.0
2020-06-28,2020-07-04,50-54,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,50-54,נקבה,3805,147.0,0.0
2020-06-28,2020-07-04,55-59,זכר,2401,114.0,0.0
2020-06-28,2020-07-04,55-59,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,55-59,נקבה,3366,122.0,0.0
2020-06-28,2020-07-04,60-64,זכר,2295,103.0,0.0
2020-06-28,2020-07-04,60-64,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,60-64,נקבה,2765,90.0,<15
2020-06-28,2020-07-04,65-69,זכר,1875,76.0,<15
2020-06-28,2020-07-04,65-69,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,65-69,נקבה,2055,72.0,0.0
2020-06-28,2020-07-04,70-74,זכר,1508,50.0,0.0
2020-06-28,2020-07-04,70-74,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,70-74,נקבה,1756,50.0,0.0
2020-06-28,2020-07-04,75-79,זכר,978,26.0,<15
2020-06-28,2020-07-04,75-79,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,75-79,נקבה,1200,28.0,<15
2020-06-28,2020-07-04,80+,זכר,2439,46.0,<15
2020-06-28,2020-07-04,80+,נקבה,5157,75.0,<15
2020-06-28,2020-07-04,NULL,זכר,716,32.0,0.0
2020-06-28,2020-07-04,NULL,לא ידוע,169,16.0,0.0
2020-06-28,2020-07-04,NULL,נקבה,658,19.0,0.0
2020-07-05,2020-07-11,0-19,זכר,25131,1359.0,0.0
2020-07-05,2020-07-11,0-19,לא ידוע,267,15.0,0.0
2020-07-05,2020-07-11,0-19,נקבה,25740,1230.0,0.0
2020-07-05,2020-07-11,20-24,זכר,6014,514.0,0.0
2020-07-05,2020-07-11,20-24,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,20-24,נקבה,8091,614.0,0.0
2020-07-05,2020-07-11,25-29,זכר,6298,431.0,0.0
2020-07-05,2020-07-11,25-29,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,25-29,נקבה,8469,473.0,0.0
2020-07-05,2020-07-11,30-34,זכר,6460,397.0,0.0
2020-07-05,2020-07-11,30-34,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,30-34,נקבה,7950,319.0,0.0
2020-07-05,2020-07-11,35-39,זכר,5461,293.0,0.0
2020-07-05,2020-07-11,35-39,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,35-39,נקבה,7246,305.0,0.0
2020-07-05,2020-07-11,40-44,זכר,4748,282.0,0.0
2020-07-05,2020-07-11,40-44,לא ידוע,<15,<15,0.0
2020-07-05,2020-07-11,40-44,נקבה,6630,297.0,0.0
2020-07-05,2020-07-11,45-49,זכר,4134,273.0,0.0
2020-07-05,2020-07-11,45-49,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,45-49,נקבה,5856,290.0,0.0
2020-07-05,2020-07-11,50-54,זכר,3235,189.0,0.0
2020-07-05,2020-07-11,50-54,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,50-54,נקבה,4762,189.0,0.0
2020-07-05,2020-07-11,55-59,זכר,2870,167.0,<15
2020-07-05,2020-07-11,55-59,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,55-59,נקבה,4329,196.0,0.0
2020-07-05,2020-07-11,60-64,זכר,2659,112.0,<15
2020-07-05,2020-07-11,60-64,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,60-64,נקבה,3440,142.0,0.0
2020-07-05,2020-07-11,65-69,זכר,2212,99.0,0.0
2020-07-05,2020-07-11,65-69,נקבה,2510,104.0,0.0
2020-07-05,2020-07-11,70-74,זכר,1816,71.0,<15
2020-07-05,2020-07-11,70-74,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,70-74,נקבה,2071,71.0,<15
2020-07-05,2020-07-11,75-79,זכר,1226,44.0,<15
2020-07-05,2020-07-11,75-79,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,75-79,נקבה,1397,41.0,<15
2020-07-05,2020-07-11,80+,זכר,2823,67.0,<15
2020-07-05,2020-07-11,80+,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,80+,נקבה,6719,112.0,<15
2020-07-05,2020-07-11,NULL,זכר,903,37.0,0.0
2020-07-05,2020-07-11,NULL,לא ידוע,266,27.0,0.0
2020-07-05,2020-07-11,NULL,נקבה,751,24.0,0.0
2020-07-12,2020-07-18,0-19,זכר,22279,1766.0,0.0
2020-07-12,2020-07-18,0-19,לא ידוע,229,22.0,0.0
2020-07-12,2020-07-18,0-19,נקבה,22201,1668.0,<15
2020-07-12,2020-07-18,20-24,זכר,6596,639.0,0.0
2020-07-12,2020-07-18,20-24,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,20-24,נקבה,8221,796.0,0.0
2020-07-12,2020-07-18,25-29,זכר,6312,545.0,0.0
2020-07-12,2020-07-18,25-29,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,25-29,נקבה,8141,531.0,0.0
2020-07-12,2020-07-18,30-34,זכר,5832,454.0,0.0
2020-07-12,2020-07-18,30-34,לא ידוע,26,0.0,0.0
2020-07-12,2020-07-18,30-34,נקבה,7853,484.0,0.0
2020-07-12,2020-07-18,35-39,זכר,4999,382.0,0.0
2020-07-12,2020-07-18,35-39,לא ידוע,28,<15,0.0
2020-07-12,2020-07-18,35-39,נקבה,7125,392.0,0.0
2020-07-12,2020-07-18,40-44,זכר,4556,338.0,0.0
2020-07-12,2020-07-18,40-44,לא ידוע,31,<15,0.0
2020-07-12,2020-07-18,40-44,נקבה,6758,394.0,0.0
2020-07-12,2020-07-18,45-49,זכר,4101,338.0,0.0
2020-07-12,2020-07-18,45-49,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,45-49,נקבה,6261,358.0,<15
2020-07-12,2020-07-18,50-54,זכר,3508,297.0,0.0
2020-07-12,2020-07-18,50-54,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,50-54,נקבה,5420,299.0,0.0
2020-07-12,2020-07-18,55-59,זכר,3077,214.0,0.0
2020-07-12,2020-07-18,55-59,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,55-59,נקבה,4857,237.0,<15
2020-07-12,2020-07-18,60-64,זכר,2836,189.0,0.0
2020-07-12,2020-07-18,60-64,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,60-64,נקבה,4018,190.0,<15
2020-07-12,2020-07-18,65-69,זכר,2373,132.0,<15
2020-07-12,2020-07-18,65-69,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,65-69,נקבה,2961,134.0,<15
2020-07-12,2020-07-18,70-74,זכר,2117,103.0,<15
2020-07-12,2020-07-18,70-74,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,70-74,נקבה,2583,98.0,0.0
2020-07-12,2020-07-18,75-79,זכר,1349,55.0,<15
2020-07-12,2020-07-18,75-79,נקבה,1939,65.0,<15
2020-07-12,2020-07-18,80+,זכר,3836,80.0,16.0
2020-07-12,2020-07-18,80+,נקבה,9621,138.0,21.0
2020-07-12,2020-07-18,NULL,זכר,758,40.0,0.0
2020-07-12,2020-07-18,NULL,לא ידוע,365,30.0,0.0
2020-07-12,2020-07-18,NULL,נקבה,777,24.0,0.0
2020-07-19,2020-07-25,0-19,זכר,18225,2016.0,0.0
2020-07-19,2020-07-25,0-19,לא ידוע,56,<15,0.0
2020-07-19,2020-07-25,0-19,נקבה,17905,1810.0,0.0
2020-07-19,2020-07-25,20-24,זכר,5798,688.0,0.0
2020-07-19,2020-07-25,20-24,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,20-24,נקבה,7189,711.0,0.0
2020-07-19,2020-07-25,25-29,זכר,5630,470.0,0.0
2020-07-19,2020-07-25,25-29,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,25-29,נקבה,7497,543.0,0.0
2020-07-19,2020-07-25,30-34,זכר,5197,425.0,0.0
2020-07-19,2020-07-25,30-34,לא ידוע,<15,<15,0.0
2020-07-19,2020-07-25,30-34,נקבה,7492,467.0,0.0
2020-07-19,2020-07-25,35-39,זכר,4624,371.0,0.0
2020-07-19,2020-07-25,35-39,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,35-39,נקבה,6710,444.0,0.0
2020-07-19,2020-07-25,40-44,זכר,4099,333.0,0.0
2020-07-19,2020-07-25,40-44,לא ידוע,15,0.0,0.0
2020-07-19,2020-07-25,40-44,נקבה,6266,449.0,0.0
2020-07-19,2020-07-25,45-49,זכר,3687,318.0,0.0
2020-07-19,2020-07-25,45-49,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,45-49,נקבה,6018,415.0,0.0
2020-07-19,2020-07-25,50-54,זכר,3125,272.0,<15
2020-07-19,2020-07-25,50-54,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,50-54,נקבה,5232,341.0,<15
2020-07-19,2020-07-25,55-59,זכר,2838,228.0,0.0
2020-07-19,2020-07-25,55-59,לא ידוע,<15,<15,0.0
2020-07-19,2020-07-25,55-59,נקבה,4823,245.0,0.0
2020-07-19,2020-07-25,60-64,זכר,2788,197.0,<15
2020-07-19,2020-07-25,60-64,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,60-64,נקבה,4077,226.0,0.0
2020-07-19,2020-07-25,65-69,זכר,2402,128.0,<15
2020-07-19,2020-07-25,65-69,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,65-69,נקבה,3204,161.0,0.0
2020-07-19,2020-07-25,70-74,זכר,2166,103.0,<15
2020-07-19,2020-07-25,70-74,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,70-74,נקבה,2987,105.0,<15
2020-07-19,2020-07-25,75-79,זכר,1453,61.0,<15
2020-07-19,2020-07-25,75-79,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,75-79,נקבה,2268,58.0,<15
2020-07-19,2020-07-25,80+,זכר,4263,83.0,16.0
2020-07-19,2020-07-25,80+,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,80+,נקבה,10593,136.0,36.0
2020-07-19,2020-07-25,NULL,זכר,848,30.0,0.0
2020-07-19,2020-07-25,NULL,לא ידוע,289,24.0,0.0
2020-07-19,2020-07-25,NULL,נקבה,764,23.0,0.0
2020-07-26,2020-08-01,0-19,זכר,15324,1944.0,0.0
2020-07-26,2020-08-01,0-19,לא ידוע,58,<15,0.0
2020-07-26,2020-08-01,0-19,נקבה,14769,1684.0,0.0
2020-07-26,2020-08-01,20-24,זכר,5227,687.0,0.0
2020-07-26,2020-08-01,20-24,לא ידוע,<15,0.0,0.0
2020-07-26,2020-08-01,20-24,נקבה,6048,612.0,0.0
2020-07-26,2020-08-01,25-29,זכר,4860,422.0,0.0
2020-07-26,2020-08-01,25-29,לא ידוע,<15,0.0,0.0
2020-07-26,2020-08-01,25-29,נקבה,6502,470.0,0.0
